,id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,status_code,status_message
11,13703,False,/9Ay480Yj5v3fj5zaUiA9cerPfm2.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",,tt0093407,en,Less than Zero,"A college freshman returns to Los Angeles for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit.",7.943,/1GY0ZhAxOR2RgxGnOkeKoKb2mFM.jpg,"[{'id': 5263, 'logo_path': None, 'name': 'Amercent Films', 'origin_country': ''}, {'id': 5264, 'logo_path': None, 'name': 'American Entertainment Partners L.P.', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-11-06,12396383.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"In Beverly Hills, you can have anything your heart desires. You just can't have it the way it used to be.",Less than Zero,False,6.4,167.0,,
12,62127,False,/kVBi7i6jPQKnTwspxxnYP9c0qhi.jpg,,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,tt0113026,en,The Fantasticks,Two rural teens sing and dance their way through a forbidden romance and a dangerous travelling carnival.,4.57,/aivbLHQWroAvwRPJ8oFRa6j4f5O.jpg,"[{'id': 51207, 'logo_path': None, 'name': 'Sullivan Street Productions', 'origin_country': ''}, {'id': 51208, 'logo_path': None, 'name': 'Michael Ritchie Productions', 'origin_country': ''}, {'id': 51209, 'logo_path': None, 'name': 'Radmin Company, The', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-27,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Try to remember the first time magic happened,The Fantasticks,False,5.6,18.0,,
13,10403,False,/tKyxF6ZyxF65CcJKBKId1VavpGP.jpg,,8000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,tt0105151,en,The Player,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,10.801,/p4ys4a4yASjKuWzsNWY1B7xP5kZ.jpg,"[{'id': 8, 'logo_path': '/78ilmDNTpdCfsakrsLqmAUkFTrO.png', 'name': 'Fine Line Features', 'origin_country': ''}, {'id': 251, 'logo_path': None, 'name': 'Avenue Pictures', 'origin_country': 'US'}, {'id': 272, 'logo_path': '/5dWI6BucpMxcUdwhp2YfyGtqUPB.png', 'name': 'Spelling Entertainment', 'origin_country': 'US'}, {'id': 4665, 'logo_path': None, 'name': 'Addis Wechsler Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-04-03,21706101.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everything you've heard is true!,The Player,False,7.2,404.0,,
14,47143,False,/oc8tInuYzKOZy2FYFJwHW2hQG4H.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}]",,tt0422491,fr,L'Intrus,An emotionally cold man leaves the safety of his Alpine home to seek a heart transplant and an estranged son.,4.268,/1JoplARZHYKjfpSnh1wWsTZojHX.jpg,"[{'id': 74216, 'logo_path': '/gNBRUzI4CI9cKfNDsR9KOdlkEj6.png', 'name': 'Busan Film Commission', 'origin_country': 'KR'}, {'id': 1711, 'logo_path': None, 'name': 'Ognon Pictures', 'origin_country': ''}, {'id': 11402, 'logo_path': None, 'name': 'Conseil Régional de Franche-Comté', 'origin_country': ''}, {'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'CNC', 'origin_country': 'FR'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2005-05-04,0.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,"Your worst enemies are hiding inside, in the shadow, in your heart.",The Intruder,False,6.8,23.0,,
15,29471,False,/5Q9WdOH1fH3dKUTyaszZfiqxrP5.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,tt0089716,de,Oberst Redl,"Set during the fading glory of the Austro-Hungarian empire, the film tells of the rise and fall of Alfred Redl, an ambitious young officer who proceeds up the ladder to become head of the Secret Police only to become ensnared in political deception.",3.97,/wRu7XTXVPbtRJbnnTGOk0pVomTi.jpg,"[{'id': 8895, 'logo_path': None, 'name': 'MAFILM Objektív Filmstúdió', 'origin_country': ''}, {'id': 3391, 'logo_path': '/t0QBs2fI3mE3HxgoH1n39bYuzNu.png', 'name': 'ORF', 'origin_country': 'AT'}, {'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}, {'id': 28762, 'logo_path': None, 'name': 'Mokép', 'origin_country': ''}, {'id': 74657, 'logo_path': None, 'name': 'Manfred Durniok Filmproduktion', 'origin_country': 'DE'}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'RS', 'name': 'Serbia'}, {'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1985-03-29,0.0,132.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Colonel Redl,False,7.0,25.0,,
16,24739,False,/oA74UrRtOJf7mYOzqsK8xf1hsXP.jpg,,3000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,tt0097889,en,Miracle Mile,"After 30 years of searching, Harry has finally met the girl of his dreams. Unfortunately, before they even have a chance to go on their first date, Harry intercepts some chilling news: WWIII has begun and nuclear missiles will destroy Los Angeles in less than an hour!",6.903,/w7mTqzCBARrPechNzM5cQpuhruW.jpg,"[{'id': 59403, 'logo_path': None, 'name': 'Miracle Mile Productions Inc.', 'origin_country': ''}, {'id': 3952, 'logo_path': None, 'name': 'Hemdale Film', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-05-19,1145404.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There are 70 minutes to the end of the world. Where can you hide?,Miracle Mile,False,6.9,103.0,,
17,28438,False,/evKA2DD7nOxeYH1zNFqpTjlw6VA.jpg,,0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,tt0036104,en,The Leopard Man,"When a leopard escapes during a publicity stunt, it triggers a series of murders.",6.383,/g6TH86P6JwFmGh4Zvyct4gq2AkI.jpg,"[{'id': 6, 'logo_path': '/n53F7K9scQWFXYbrCablqLKqJdp.png', 'name': 'RKO Radio Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-05-19,0.0,66.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"Woman alone the victims of strange, savage killer!",The Leopard Man,False,6.5,52.0,,
18,2528,False,/p0TS1jXz7rKNwktlEqc5dUxZp1K.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,tt0102368,fr,Madame Bovary,"Bored with the limited and tedious nature of provincial life in 19th-century France, the fierce and sensual Emma Bovary finds herself in calamitous debt and purses scandalous sexual liaisons with absolute abandon. However, when her volatile lifestyle catches up to her, the lives of everyone around her are endangered.",6.157,/zMSyFl5RZ1MgGCSErKJcxwBlXXz.jpg,"[{'id': 93494, 'logo_path': None, 'name': 'Conseil Régional de Haute Normandie', 'origin_country': ''}, {'id': 1610, 'logo_path': None, 'name': 'CED Productions', 'origin_country': ''}, {'id': 26194, 'logo_path': None, 'name': 'FR3 Films Production', 'origin_country': ''}, {'id': 93495, 'logo_path': None, 'name': 'Le Club des Investisseurs', 'origin_country': ''}, {'id': 93496, 'logo_path': None, 'name': 'Credit Lyonnais', 'origin_country': ''}, {'id': 93497, 'logo_path': None, 'name': ""Conseil Général de l'Eure"", 'origin_country': ''}, {'id': 6274, 'logo_path': None, 'name': 'MK2 Productions', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1991-04-03,1942423.0,143.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Madame Bovary,False,6.3,65.0,,
19,84586,False,/Akeap8MeDgMwG9UvMjHD7G5SmdI.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,tt0159696,en,Relax... It's Just Sex,"A mixed group of individuals - lesbian, gays, and heterosexuals who all frequent a local bar struggle to accept each others lifestyles. However when the two gays are attacked and fight back and ultimately rape one of their attackers, the group becomes strongly divided on their actions.",4.853,/di9wewcxuUVaaBth4uQhwy05Nq0.jpg,[],[],1998-06-26,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Relax... It's Just Sex,False,5.8,8.0,,
20,299,False,/4svggv4gfe6vHsrGpaRMzrXLozt.jpg,,2.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,tt0054135,en,Ocean's Eleven,Ocean's 11 is the 'Rat-Pack' comedy about robber Danny Ocean and his gang's attempt to rob the five biggest casinos in Las Vegas.,13.74,/A4R6u7SidBPVXMVzGSysCiRGTRz.jpg,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1960-02-17,12.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Just Danny Ocean and his 11 pals.,Ocean's Eleven,False,6.6,184.0,,
21,489,False,/cqegECy0S1NbwtQwlYKcF6GMe87.jpg,,10000000.0,"[{'id': 18, 'name': 'Drama'}]",http://www.miramax.com/movie/good-will-hunting,tt0119217,en,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",22.654,/ylagLHIbG0F1blqSFqY6pa56Omr.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 2253, 'logo_path': None, 'name': 'Lawrence Bender Productions', 'origin_country': 'US'}, {'id': 23201, 'logo_path': None, 'name': 'Be Gentlemen Limited Partnership', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-05,225933435.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,False,8.1,7582.0,,
22,45862,False,,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.hangmanscursethemovie.com/,tt0342508,en,Hangman's Curse,"Bullying students are becoming deathly ill after screaming the name of a legendary ghost. What's to blame? An exotic illness? An illicit drug? Or is it the supernatural? The clues are few and time is running out for the students of Rogers High School. The only hope is the Veritas Project, a highly trained investigative team working undercover to expose the truth. Lives hang in the balance as they scramble to unravel the mystery and protect the student body from their own hatred and fear.",4.076,/eNOJNnE2Tf8NIGcjNhPlKMRkKkG.jpg,"[{'id': 1804, 'logo_path': None, 'name': 'North by Northwest Entertainment', 'origin_country': ''}, {'id': 2969, 'logo_path': None, 'name': 'Namesake Entertainment', 'origin_country': ''}, {'id': 7642, 'logo_path': None, 'name': 'The Total Living Network', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-09-12,168406.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Watch your locker, watch your back, watch your soul.",Hangman's Curse,False,5.4,24.0,,
23,30237,False,/drdOXjLjl7ixto8vyV5XtVm9Oy9.jpg,,14000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0119079,en,Onegin,"In the opulent St. Petersburg of the Empire period, Eugene Onegin is a jaded but dashing aristocrat - a man often lacking in empathy, who suffers from restlessness, melancholy and, finally, regret. Through his best friend Lensky, Onegin is introduced to the young Tatiana. A passionate and virtuous girl, she soon falls hopelessly under the spell of the aloof newcomer and professes her love for him",4.757,/viGwEQDpzImbziJTDnB9byLyyRL.jpg,"[{'id': 5028, 'logo_path': None, 'name': 'CanWest Global Communications Corporationt', 'origin_country': 'CA'}, {'id': 5029, 'logo_path': None, 'name': 'Onegin Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-12-22,206128.0,104.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Onegin,False,5.9,56.0,,
24,41647,False,/aIDwNw6aGjwAkqNlUlUirCftaNx.jpg,,0.0,"[{'id': 99, 'name': 'Documentary'}]",,tt0107472,de,Die Macht der Bilder: Leni Riefenstahl,"This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",3.308,/aRmw4NFnLHJSmUKqsMJyr6XXLNI.jpg,"[{'id': 201, 'logo_path': '/6UIpEURdjnmcJPwgTDRzVRuwADr.png', 'name': 'ARTE', 'origin_country': 'FR'}, {'id': 181, 'logo_path': '/zhQ77XOviCBuXd74IurqqjgLNe0.png', 'name': 'Channel Four Films', 'origin_country': 'GB'}, {'id': 12914, 'logo_path': None, 'name': 'Nomad Films', 'origin_country': ''}, {'id': 12915, 'logo_path': None, 'name': 'Omega Film GmbH', 'origin_country': ''}, {'id': 12916, 'logo_path': None, 'name': 'Without Walls', 'origin_country': ''}, {'id': 4606, 'logo_path': '/otZHbf1HmzLRQsZFSqJXkf8EHz7.png', 'name': 'ZDF', 'origin_country': 'DE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",1993-09-11,449707.0,180.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,"The Wonderful, Horrible Life of Leni Riefenstahl",False,7.3,11.0,,
25,11386,False,/9iqbVu3ciOtbSaQxolqmRGLqNcM.jpg,,3705538.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.miramax.com/movie/the-crying-game/,tt0104036,en,The Crying Game,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",10.034,/kdaROz8u9vEBuebDN2NNgcx99Kb.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 181, 'logo_path': '/zhQ77XOviCBuXd74IurqqjgLNe0.png', 'name': 'Channel Four Films', 'origin_country': 'GB'}, {'id': 927, 'logo_path': None, 'name': 'Palace Pictures', 'origin_country': ''}, {'id': 1202, 'logo_path': None, 'name': 'Nippon Film Development and Finance Inc.', 'origin_country': ''}, {'id': 8876, 'logo_path': None, 'name': 'Eurotrustees', 'origin_country': ''}, {'id': 12745, 'logo_path': None, 'name': 'British Screen Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",1992-09-02,62548947.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Crying Game,False,6.9,404.0,,
