,id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,status_code,status_message
17,28289,False,/1YJSwtDc7Tx2dypQRpuL4aRTcRS.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,tt0064117,en,Cactus Flower,"Distraught when her middle-aged lover breaks a date with her, 21-year-old Toni Simmons attempts suicide. Impressed by her action, her lover, dentist Julian Winston reconsiders marrying Toni, but he worries about her insistence on honesty. Having fabricated a wife and three children, Julian readily accepts when his devoted nurse, Stephanie, who has secretly loved Julian for years, offers to act as his wife and demand a divorce.",7.045,/58F9k4hDOlgyFAkZGB6YPdfC2kd.jpg,"[{'id': 2102, 'logo_path': None, 'name': 'Frankovich Productions', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-12-16,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The prickly stage success that convulsed audiences around the world... with all its barbed wit and the sharpest comedy cast of the year!,Cactus Flower,False,7.2,111.0,,
18,23990,False,,,0.0,"[{'id': 18, 'name': 'Drama'}]",,tt0218581,it,Scarlet Diva,"A young Italian actress embarks on a self-destructive spree of sex, drugs and other excess while doing some soul searching to find the path for redemption.",3.517,/zo2uucPQ9FaGCwRG2tRV4V2KBVj.jpg,"[{'id': 1549, 'logo_path': None, 'name': 'Opera Film Produzione', 'origin_country': ''}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2000-05-26,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Scarlet Diva,False,5.2,34.0,,
19,33542,False,/h9T2IaeL9VlKY4MJcTNLtLwj4jG.jpg,,7500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,tt0113326,cn,紅番區,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",15.758,/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,"[{'id': 2521, 'logo_path': '/e9lXexogBN1nOXA8axzASggea8B.png', 'name': 'Orange Sky Golden Harvest', 'origin_country': 'HK'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1995-01-30,32392047.0,104.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,No Fear. No Stuntman. No Equal.,Rumble in the Bronx,False,6.7,531.0,,
20,1379,False,/6xB518f4K1uxOIPCENvVuiFj7CX.jpg,,1380000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://lichter-der-vorstadt.pandorafilmverleih.de/,tt0458242,fi,Laitakaupungin valot,"Koistinen is a sad sack, a man without affect or friends. He's a night-watchman in Helsinki with ideas of starting his own business, but nothing to go with those intentions. He sometimes talks a bit with a woman who runs a snack trailer near his work. Out of the blue, a young sophisticated blonde woman attaches herself to Koistinen. He thinks of her as his girlfriend, he takes her on her rounds.",5.101,/qLs0LoxaQIfwIGsA3ZRZYSzfYkA.jpg,"[{'id': 706, 'logo_path': None, 'name': 'Sputnik', 'origin_country': 'FI'}, {'id': 5975, 'logo_path': '/vvjgoKygWWYZvYyidT3RmOCq5If.png', 'name': 'Yle', 'origin_country': 'FI'}, {'id': 11237, 'logo_path': None, 'name': 'ZDF/Arte', 'origin_country': 'DE'}, {'id': 186, 'logo_path': '/1xlcFvAz1PQIkMhO0pBLBPW4PWY.png', 'name': 'Pyramide Productions', 'origin_country': 'FR'}, {'id': 94, 'logo_path': '/huC7HqorvUThGIrENrbcHmQVUA0.png', 'name': 'ARTE France Cinéma', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 225, 'logo_path': '/cmxkBc3dmwWaIHFCrkXZoAfGoOa.png', 'name': 'BIM Distribuzione', 'origin_country': 'IT'}, {'id': 140, 'logo_path': '/3ngKBDqmPOjNCccrtyjZWhPsLFa.png', 'name': 'Pandora Film', 'origin_country': 'DE'}, {'id': 115572, 'logo_path': '/3THX4L0lNlIiNMHSd8l4rsHAiTx.png', 'name': 'C More Entertainment', 'origin_country': 'SE'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2006-02-03,1615018.0,78.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Lights in the Dusk,False,6.7,60.0,,
21,4104,False,/yTbwPaqmoxtQtTnJsqgAdnK7zp4.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0106387,en,Benny & Joon,A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,11.096,/50T1xbtuNKPPbEGrLQeRG4FDdPd.jpg,"[{'id': 1560, 'logo_path': None, 'name': 'Roth-Arnold Productions', 'origin_country': ''}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-04-16,23202734.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A romance on the brink of reality.,Benny & Joon,False,7.1,474.0,,
22,11072,False,/tCitxLKMzCxexGlSg4g4IDVC3RM.jpg,,2600000.0,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",,tt0071230,en,Blazing Saddles,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lemar sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",14.102,/vNw1gOEDdYTDeNMuuq8OmiEHrfH.jpg,"[{'id': 1296, 'logo_path': None, 'name': 'Crossbow Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-02-07,119601481.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'yi', 'name': ''}]",Released,Never give a saga an even break!,Blazing Saddles,False,7.3,1127.0,,
23,15990,False,,,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",,tt0351167,pl,Katedra,"The Cathedral (Polish: Katedra) is a 2002 short animated science fiction movie by Tomasz Bagiński, based on a short story by Jacek Dukaj, winner of the Janusz A. Zajdel Award in 2000. The film was nominated in 2002 for the Academy Award for Animated Short Film for the 75th Academy Awards.",3.533,,"[{'id': 2219, 'logo_path': None, 'name': 'Vision', 'origin_country': 'PL'}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",2002-03-24,0.0,6.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Cathedral,False,7.2,51.0,,
24,253632,False,,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,tt0094822,es,Baton Rouge,"Poor gigolo tries to frame his rich mature mistress, but gets tangled in his own wiles.",1.743,/iBU6MbJFxMZclYOFE5DngvyCQHg.jpg,"[{'id': 123512, 'logo_path': None, 'name': 'Modigil', 'origin_country': ''}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",1988-10-08,0.0,90.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Baton Rouge,False,7.0,4.0,,
25,49565,False,/3Lld2pbowCbW2H5PN3uKqXTejDi.jpg,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",,tt0093488,fr,L'homme qui plantait des arbres,This animated short film tells the story of a shepherd who repairs the ruined ecosystem of a secluded valley by singlehandedly cultivating a forest over a thirty year period.,7.347,/un0NjREDaLEWWOTr7tE52MjQY6O.jpg,"[{'id': 9115, 'logo_path': None, 'name': 'Société Radio-Canada', 'origin_country': 'CA'}, {'id': 12113, 'logo_path': '/lwnLVleFG0sRAYBq5IObgN30r9F.png', 'name': 'CBC', 'origin_country': 'CA'}, {'id': 10473, 'logo_path': '/lMUDQZVtg8On4PAW5XFQPaQy6UK.png', 'name': 'ONF | NFB', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1987-05-13,0.0,30.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,The story of one shepherd's long and successful singlehanded effort to re-forest a desolate valley.,The Man Who Planted Trees,False,8.0,91.0,,
26,122271,False,,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0066842,en,Bleak Moments,"Moments from the uncompromisingly bleak existence of a secretary, her intellectually disabled sister, aloof and uneasy teacher boyfriend, bizarre neighbor and irritating workmate.",2.248,,"[{'id': 47843, 'logo_path': None, 'name': 'Autumn Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1971-01-01,0.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bleak Moments,False,6.1,8.0,,
